# Biblical Hebrew poetic-parallelism word pairs — two tiers. tomim_confirmed: expert-
# verified (Berlin/Fokkelman/Kugel/Watson/Tsumura via T'OMIM, CC BY 4.0, DOI 10.5281/zenodo.19135731). detected: our own BHSA half_verse extraction (Psalms/Proverbs/Job
# only, min_verses>=3), not found in T'OMIM (T'OMIM is a curated sample, not exhaustive — absence isn't evidence against a pair). Independent of UBS MARBLE and Hebrew
# WordNet; the LLM signal is used only to LABEL relation, never to find pairs. `relation`:
# likely_synonym / likely_antonym / unclassified (parallelism found it, LLM has no opinion).
# See build_parallelism_pairs.py.
strong_a	strong_b	tier	evidence	relation	sample_ref
H3519	H3605	detected	n_verses=5,pmi=0.424	unclassified	Proverbs 20:3
H5971	H8064	detected	n_verses=3,pmi=0.868	unclassified	Psalms 50:4
H0430	H5046	detected	n_verses=4,pmi=1.163	unclassified	Job 1:16
H0430	H8064	detected	n_verses=3,pmi=-0.087	unclassified	Psalms 50:6
H0430	H1696	detected	n_verses=3,pmi=-0.041	unclassified	Psalms 50:7
H0430	H7999	detected	n_verses=3,pmi=0.905	unclassified	Psalms 50:14
H6310	H7563	detected	n_verses=3,pmi=-0.029	unclassified	Proverbs 10:11
H3956	H7462	detected	n_verses=3,pmi=2.115	unclassified	Job 20:12
H0905	H1696	detected	n_verses=3,pmi=2.588	unclassified	Job 1:16
H1696	H5869	detected	n_verses=5,pmi=1.23	unclassified	Proverbs 23:33
H0430	H7307	detected	n_verses=3,pmi=0.058	unclassified	Psalms 51:12
H0430	H7442	detected	n_verses=3,pmi=1.183	unclassified	Job 38:7
H1984	H3117	detected	n_verses=3,pmi=0.656	unclassified	Proverbs 27:1
H0430	H2617	detected	n_verses=6,pmi=0.299	unclassified	Psalms 52:10
H2896	H3820	detected	n_verses=6,pmi=0.762	unclassified	Proverbs 12:25
H0430	H2896	detected	n_verses=3,pmi=-0.352	unclassified	Proverbs 3:4
H0430	H6213	detected	n_verses=8,pmi=0.406	unclassified	Job 1:5
H5315	H7760	detected	n_verses=4,pmi=0.903	unclassified	Job 24:12
H0571	H7451	detected	n_verses=3,pmi=1.906	unclassified	Proverbs 14:22
H0205	H7563	detected	n_verses=3,pmi=1.056	unclassified	Proverbs 12:21
H3820	H5307	detected	n_verses=3,pmi=0.91	unclassified	Proverbs 17:20
H2416	H7462	detected	n_verses=3,pmi=1.643	unclassified	Proverbs 11:19
H0413	H3372	detected	n_verses=3,pmi=0.953	unclassified	Psalms 55:20
H3372	H8085	detected	n_verses=4,pmi=1.078	unclassified	Psalms 55:20
H1697	H3820	detected	n_verses=4,pmi=0.401	unclassified	Proverbs 12:25
H2603	H3605	detected	n_verses=4,pmi=0.752	unclassified	Psalms 56:2
H3117	H7451	detected	n_verses=4,pmi=0.844	unclassified	Job 21:30
H3605	H7451	detected	n_verses=6,pmi=0.253	unclassified	Job 2:10
H0205	H0430	detected	n_verses=3,pmi=0.53	unclassified	Psalms 56:8
H3045	H7725	detected	n_verses=3,pmi=0.233	unclassified	Proverbs 22:21
H0120	H0982	detected	n_verses=3,pmi=1.404	unclassified	Proverbs 29:25
H0982	H6213	detected	n_verses=3,pmi=1.206	unclassified	Psalms 56:12
H2617	H8064	detected	n_verses=5,pmi=1.301	unclassified	Psalms 57:4
H0571	H8064	detected	n_verses=5,pmi=2.359	unclassified	Psalms 57:4
H3519	H7311	detected	n_verses=5,pmi=2.465	unclassified	Proverbs 3:35
H0776	H7311	detected	n_verses=5,pmi=1.104	unclassified	Psalms 57:6
H3605	H7311	detected	n_verses=7,pmi=0.794	unclassified	Psalms 57:6
H3519	H8064	detected	n_verses=4,pmi=1.796	unclassified	Psalms 57:6
H2167	H3820	detected	n_verses=3,pmi=1.239	unclassified	Psalms 57:8
H0430	H7891	detected	n_verses=3,pmi=1.183	unclassified	Psalms 57:8
H3027	H3820	detected	n_verses=5,pmi=0.296	unclassified	Job 31:27
H7563	H8056	detected	n_verses=3,pmi=0.768	unclassified	Proverbs 13:9
H0559	H0776	detected	n_verses=5,pmi=0.091	unclassified	Job 1:7
H0430	H5797	detected	n_verses=7,pmi=1.42	unclassified	Psalms 59:10
H0398	H7646	detected	n_verses=4,pmi=2.617	unclassified	Proverbs 1:31
H5414	H6440	detected	n_verses=4,pmi=0.038	unclassified	Job 5:10
H3372	H6440	detected	n_verses=3,pmi=0.305	unclassified	Job 11:15
H2502	H6030	detected	n_verses=3,pmi=3.29	unclassified	Psalms 60:7
H3820	H7311	detected	n_verses=3,pmi=0.779	unclassified	Job 17:4
H1961	H6440	detected	n_verses=4,pmi=-0.05	unclassified	Job 11:15
H0430	H5414	detected	n_verses=3,pmi=-0.547	unclassified	Psalms 61:6
H0430	H3372	detected	n_verses=5,pmi=0.518	unclassified	Psalms 61:6
H3254	H8141	detected	n_verses=3,pmi=3.688	unclassified	Proverbs 3:2
H0571	H5769	detected	n_verses=4,pmi=1.781	unclassified	Psalms 61:8
H3117	H5704	detected	n_verses=3,pmi=1.655	unclassified	Psalms 61:9
H4869	H6697	detected	n_verses=3,pmi=4.582	likely_synonym	Psalms 62:3
H5315	H8615	detected	n_verses=3,pmi=1.804	unclassified	Job 27:8
H0376	H2617	detected	n_verses=3,pmi=0.043	unclassified	Proverbs 19:22
H1288	H8034	detected	n_verses=4,pmi=1.457	unclassified	Psalms 63:5
H5315	H6310	detected	n_verses=6,pmi=0.586	unclassified	Job 41:13
H5315	H8193	detected	n_verses=3,pmi=0.467	unclassified	Proverbs 13:3
H0559	H2388	detected	n_verses=3,pmi=2.31	unclassified	Job 2:3
H0559	H1697	detected	n_verses=3,pmi=0.309	unclassified	Job 19:28
H0430	H4210	detected	n_verses=3,pmi=1.762	unclassified	Psalms 66:1
H3519	H8034	detected	n_verses=4,pmi=1.584	unclassified	Psalms 66:2
H8034	H8416	detected	n_verses=4,pmi=2.526	unclassified	Psalms 66:2
H0776	H8034	detected	n_verses=9,pmi=1.035	unclassified	Job 18:17
H0776	H2167	detected	n_verses=3,pmi=1.053	unclassified	Psalms 66:4
H2167	H3605	detected	n_verses=4,pmi=0.694	unclassified	Psalms 66:4
H2167	H8034	detected	n_verses=3,pmi=1.791	unclassified	Psalms 66:4
H1121	H7200	detected	n_verses=3,pmi=0.173	unclassified	Job 41:26
H3372	H7200	detected	n_verses=3,pmi=0.782	unclassified	Job 37:24
H2416	H5414	detected	n_verses=3,pmi=0.683	unclassified	Job 3:20
H5315	H7272	detected	n_verses=4,pmi=1.166	unclassified	Proverbs 19:2
H5927	H6213	detected	n_verses=4,pmi=1.889	unclassified	Job 1:5
H5930	H6213	detected	n_verses=3,pmi=1.731	unclassified	Job 1:5
H1980	H6213	detected	n_verses=3,pmi=0.362	unclassified	Job 42:8
H0776	H1288	detected	n_verses=6,pmi=1.125	unclassified	Psalms 67:7
H1288	H3372	detected	n_verses=3,pmi=1.476	unclassified	Psalms 67:8
H1288	H3605	detected	n_verses=9,pmi=0.884	unclassified	Job 1:5
H6440	H8034	detected	n_verses=4,pmi=0.287	unclassified	Psalms 68:5
H0559	H7725	detected	n_verses=5,pmi=0.793	unclassified	Job 9:12
H2167	H7891	detected	n_verses=3,pmi=3.272	likely_synonym	Psalms 68:33
H0517	H1961	detected	n_verses=3,pmi=1.819	unclassified	Job 1:21
H1961	H5414	detected	n_verses=3,pmi=0.089	unclassified	Job 1:21
H4170	H6341	detected	n_verses=3,pmi=4.969	likely_synonym	Psalms 69:23
H0935	H5414	detected	n_verses=5,pmi=0.71	unclassified	Job 6:8
H8034	H8426	detected	n_verses=3,pmi=2.976	unclassified	Psalms 69:31
H5650	H8034	detected	n_verses=3,pmi=1.2	unclassified	Psalms 69:37
H3027	H3709	detected	n_verses=4,pmi=1.742	likely_synonym	Proverbs 10:4
H0559	H8104	detected	n_verses=3,pmi=0.454	unclassified	Job 2:6
H3045	H5608	detected	n_verses=4,pmi=1.646	unclassified	Job 39:2
H0905	H0935	detected	n_verses=4,pmi=2.391	unclassified	Job 1:16
H4941	H6666	detected	n_verses=5,pmi=2.01	likely_synonym	Proverbs 8:20
H1121	H5414	detected	n_verses=3,pmi=0.122	unclassified	Proverbs 29:17
H4428	H5414	detected	n_verses=3,pmi=0.615	unclassified	Proverbs 31:3
H6083	H6440	detected	n_verses=3,pmi=1.089	unclassified	Job 4:19
H0034	H3467	detected	n_verses=3,pmi=2.795	unclassified	Job 5:15
H0034	H1800	detected	n_verses=3,pmi=3.598	likely_synonym	Proverbs 14:31
H5315	H5869	detected	n_verses=3,pmi=-0.064	unclassified	Proverbs 21:10
H1288	H6213	detected	n_verses=5,pmi=1.404	unclassified	Job 1:5
H0776	H6310	detected	n_verses=5,pmi=0.192	unclassified	Proverbs 8:29
H0559	H5945	detected	n_verses=4,pmi=2.215	unclassified	Psalms 73:11
H1242	H3605	detected	n_verses=5,pmi=1.41	unclassified	Job 1:5
H1242	H3117	detected	n_verses=3,pmi=1.896	unclassified	Job 1:5
H0559	H1121	detected	n_verses=3,pmi=0.015	unclassified	Job 1:18
H3045	H5869	detected	n_verses=4,pmi=0.344	unclassified	Job 28:7
H2803	H5869	detected	n_verses=3,pmi=1.795	unclassified	Job 18:3
H3605	H6471	detected	n_verses=4,pmi=1.975	unclassified	Job 33:29
H0413	H0559	detected	n_verses=3,pmi=0.291	unclassified	Job 32:13
H0559	H3605	detected	n_verses=7,pmi=-0.219	unclassified	Job 1:5
H5315	H7911	detected	n_verses=3,pmi=1.088	unclassified	Psalms 74:19
H3605	H6965	detected	n_verses=3,pmi=-0.379	unclassified	Psalms 74:22
H0559	H7311	detected	n_verses=3,pmi=0.975	unclassified	Psalms 75:5
H4057	H4161	detected	n_verses=3,pmi=4.904	unclassified	Psalms 75:7
H3045	H8034	detected	n_verses=3,pmi=0.268	unclassified	Psalms 76:2
H3820	H4672	detected	n_verses=3,pmi=0.779	unclassified	Proverbs 10:13
H0376	H3820	detected	n_verses=11,pmi=0.885	unclassified	Job 1:8
H3027	H8142	detected	n_verses=3,pmi=2.735	unclassified	Proverbs 6:10
H0776	H8085	detected	n_verses=3,pmi=-0.254	unclassified	Psalms 76:9
H0776	H6965	detected	n_verses=3,pmi=0.267	unclassified	Job 1:20
H1755	H2617	detected	n_verses=3,pmi=1.615	unclassified	Psalms 77:9
H3045	H6213	detected	n_verses=5,pmi=0.503	unclassified	Job 12:9
H0413	H3045	detected	n_verses=4,pmi=0.529	unclassified	Job 9:2
H1121	H6213	detected	n_verses=3,pmi=0.094	unclassified	Job 1:5
H3205	H5608	detected	n_verses=3,pmi=3.132	unclassified	Job 39:2
H8104	H8451	detected	n_verses=3,pmi=1.704	unclassified	Proverbs 7:2
H4325	H5674	detected	n_verses=3,pmi=1.663	unclassified	Psalms 78:13
H2142	H7725	detected	n_verses=4,pmi=1.776	unclassified	Job 7:7
H1320	H7725	detected	n_verses=3,pmi=1.812	unclassified	Job 33:25
H3027	H3117	detected	n_verses=5,pmi=0.461	unclassified	Job 23:2
H6869	H7451	detected	n_verses=3,pmi=2.425	likely_synonym	Job 5:19
H7451	H7971	detected	n_verses=3,pmi=1.55	unclassified	Proverbs 6:14
H3605	H7225	detected	n_verses=3,pmi=1.592	unclassified	Proverbs 4:7
H6440	H7931	detected	n_verses=3,pmi=1.203	unclassified	Job 4:19
H3027	H5414	detected	n_verses=3,pmi=0.089	unclassified	Job 35:7
H5159	H5971	detected	n_verses=6,pmi=2.717	unclassified	Psalms 78:62
H5221	H5769	detected	n_verses=3,pmi=2.235	unclassified	Psalms 78:66
H0776	H5650	detected	n_verses=3,pmi=0.462	unclassified	Job 1:8
H0215	H7725	detected	n_verses=4,pmi=2.793	unclassified	Job 33:30
H3899	H8248	detected	n_verses=3,pmi=3.922	unclassified	Job 22:7
H1121	H3027	detected	n_verses=4,pmi=0.322	unclassified	Job 8:4
H7321	H7442	detected	n_verses=4,pmi=4.504	likely_synonym	Job 38:7
H3045	H7760	detected	n_verses=3,pmi=0.735	unclassified	Job 20:4
H3318	H8193	detected	n_verses=3,pmi=1.488	unclassified	Proverbs 10:18
H1980	H3820	detected	n_verses=3,pmi=0.086	unclassified	Proverbs 15:21
H1980	H7971	detected	n_verses=5,pmi=1.755	likely_synonym	Job 1:4
H1870	H8085	detected	n_verses=4,pmi=0.482	unclassified	Proverbs 8:32
H1870	H5971	detected	n_verses=3,pmi=0.366	unclassified	Job 12:24
H1980	H5971	detected	n_verses=3,pmi=0.62	unclassified	Psalms 81:14
H3027	H4592	detected	n_verses=3,pmi=2.042	unclassified	Proverbs 6:10
H1800	H3027	detected	n_verses=3,pmi=1.78	unclassified	Job 20:10
H0784	H3857	detected	n_verses=3,pmi=5.064	unclassified	Psalms 83:15
H1980	H7200	detected	n_verses=4,pmi=0.728	unclassified	Job 22:14
H7521	H7725	detected	n_verses=3,pmi=2.448	unclassified	Job 20:10
H2617	H5414	detected	n_verses=3,pmi=0.33	unclassified	Psalms 85:8
H2896	H5414	detected	n_verses=3,pmi=0.372	unclassified	Proverbs 22:9
H1870	H6440	detected	n_verses=5,pmi=0.22	unclassified	Job 24:18
H1870	H1980	detected	n_verses=9,pmi=1.447	likely_synonym	Proverbs 6:6
H5375	H5650	detected	n_verses=3,pmi=1.696	unclassified	Job 42:8
H2896	H3605	detected	n_verses=7,pmi=0.084	unclassified	Job 2:10
H2617	H2896	detected	n_verses=3,pmi=0.525	unclassified	Proverbs 19:22
H0935	H8034	detected	n_verses=3,pmi=0.447	unclassified	Psalms 86:9
H1870	H3824	detected	n_verses=3,pmi=1.371	unclassified	Psalms 86:11
H3034	H5769	detected	n_verses=9,pmi=2.269	unclassified	Psalms 86:12
H2587	H2617	detected	n_verses=3,pmi=3.487	likely_synonym	Psalms 86:15
H0639	H2587	detected	n_verses=3,pmi=4.189	unclassified	Psalms 86:15
H0750	H2587	detected	n_verses=3,pmi=6.491	unclassified	Psalms 86:15
H2617	H7349	detected	n_verses=3,pmi=3.67	likely_synonym	Psalms 86:15
H0639	H7349	detected	n_verses=3,pmi=4.371	unclassified	Psalms 86:15
H0750	H7349	detected	n_verses=3,pmi=6.674	unclassified	Psalms 86:15
H2617	H6310	detected	n_verses=3,pmi=0.323	unclassified	Proverbs 31:26
H0530	H5769	detected	n_verses=3,pmi=2.14	unclassified	Psalms 89:2
H1129	H3559	detected	n_verses=4,pmi=3.169	likely_synonym	Proverbs 24:3
H5769	H8064	detected	n_verses=5,pmi=1.253	unclassified	Psalms 89:3
H1755	H3559	detected	n_verses=3,pmi=2.163	unclassified	Job 8:8
H2233	H3678	detected	n_verses=3,pmi=3.988	unclassified	Psalms 89:5
H0571	H4941	detected	n_verses=3,pmi=1.732	unclassified	Psalms 89:15
H4941	H6440	detected	n_verses=4,pmi=0.382	unclassified	Proverbs 18:5
H3045	H6440	detected	n_verses=3,pmi=-0.406	unclassified	Job 19:29
H0835	H1980	detected	n_verses=3,pmi=2.043	unclassified	Proverbs 20:7
H3117	H6666	detected	n_verses=3,pmi=1.017	unclassified	Job 27:6
H0559	H5971	detected	n_verses=3,pmi=0.3	unclassified	Psalms 89:20
H2617	H8034	detected	n_verses=3,pmi=0.578	unclassified	Psalms 89:25
H4194	H5315	detected	n_verses=4,pmi=1.352	unclassified	Job 7:15
H5650	H5971	detected	n_verses=3,pmi=1.182	unclassified	Psalms 89:51
H0376	H1961	detected	n_verses=5,pmi=0.312	unclassified	Job 1:1
H0376	H0559	detected	n_verses=7,pmi=0.629	unclassified	Job 1:8
H2451	H3045	detected	n_verses=5,pmi=1.369	unclassified	Job 11:6
H3117	H3824	detected	n_verses=4,pmi=1.561	unclassified	Job 1:5
H2451	H3117	detected	n_verses=3,pmi=0.876	unclassified	Job 12:12
H2617	H3605	detected	n_verses=3,pmi=-0.806	unclassified	Psalms 90:14
H3117	H7200	detected	n_verses=4,pmi=0.377	unclassified	Job 2:13
H5869	H7200	detected	n_verses=4,pmi=0.552	unclassified	Job 7:8
H0376	H3686	detected	n_verses=5,pmi=1.417	unclassified	Proverbs 10:23
H0490	H3490	detected	n_verses=4,pmi=5.238	likely_synonym	Job 22:9
H0120	H3198	detected	n_verses=3,pmi=1.862	unclassified	Job 16:21
H3477	H6664	detected	n_verses=3,pmi=1.989	likely_synonym	Job 8:6
H5355	H6662	detected	n_verses=3,pmi=3.001	likely_synonym	Job 22:19
H0413	H1419	detected	n_verses=3,pmi=1.792	unclassified	Job 37:5
H0935	H1288	detected	n_verses=3,pmi=0.943	unclassified	Psalms 95:6
H0559	H1870	detected	n_verses=3,pmi=0.028	unclassified	Job 21:14
H0559	H3045	detected	n_verses=4,pmi=0.2	unclassified	Job 10:2
H0639	H0935	detected	n_verses=3,pmi=1.053	unclassified	Job 21:17
H0776	H7227	detected	n_verses=3,pmi=0.403	unclassified	Job 5:25
H3467	H6213	detected	n_verses=3,pmi=1.038	unclassified	Psalms 98:1
H3225	H6213	detected	n_verses=3,pmi=1.487	unclassified	Job 23:9
H3658	H6963	detected	n_verses=3,pmi=3.179	unclassified	Job 21:12
H1004	H1870	detected	n_verses=4,pmi=0.777	unclassified	Proverbs 5:8
H1870	H8537	detected	n_verses=3,pmi=2.445	unclassified	Proverbs 10:9
H0935	H1004	detected	n_verses=3,pmi=0.552	unclassified	Job 1:18
H0935	H1980	detected	n_verses=5,pmi=0.922	likely_synonym	Job 1:7
H0068	H6083	detected	n_verses=3,pmi=3.328	unclassified	Job 28:2
H3027	H6440	detected	n_verses=5,pmi=0.173	unclassified	Job 1:11
H5650	H6440	detected	n_verses=5,pmi=1.036	unclassified	Job 42:8
H1121	H1870	detected	n_verses=4,pmi=0.368	unclassified	Proverbs 8:32
H0776	H2617	detected	n_verses=4,pmi=0.129	unclassified	Job 37:13
H1121	H2617	detected	n_verses=5,pmi=0.786	unclassified	Psalms 103:17
H6213	H8104	detected	n_verses=4,pmi=0.821	unclassified	Job 10:12
H0776	H5674	detected	n_verses=3,pmi=0.542	unclassified	Job 15:19
H0376	H8056	detected	n_verses=3,pmi=0.679	unclassified	Proverbs 12:25
H3196	H3899	detected	n_verses=3,pmi=3.517	unclassified	Proverbs 4:17
H6440	H7971	detected	n_verses=5,pmi=1.116	unclassified	Job 1:11
H1697	H5769	detected	n_verses=3,pmi=0.521	unclassified	Psalms 105:8
H0565	H0935	detected	n_verses=3,pmi=2.056	unclassified	Psalms 105:19
H0776	H0935	detected	n_verses=3,pmi=-0.291	unclassified	Job 1:7
H0935	H3605	detected	n_verses=4,pmi=-0.649	unclassified	Job 2:11
H4325	H5104	detected	n_verses=3,pmi=2.813	likely_synonym	Job 14:11
H1697	H5650	detected	n_verses=3,pmi=1.191	unclassified	Job 42:7
H2617	H3034	detected	n_verses=8,pmi=2.199	unclassified	Psalms 106:1
H3605	H8104	detected	n_verses=7,pmi=0.273	unclassified	Psalms 106:3
H2617	H3220	detected	n_verses=3,pmi=1.45	unclassified	Psalms 106:7
H2617	H5488	detected	n_verses=3,pmi=3.67	unclassified	Psalms 106:7
H5414	H7971	detected	n_verses=3,pmi=1.032	unclassified	Job 5:10
H0413	H6213	detected	n_verses=3,pmi=0.371	unclassified	Job 37:5
H1471	H4639	detected	n_verses=3,pmi=2.391	unclassified	Psalms 106:35
H4691	H6862	detected	n_verses=4,pmi=4.833	likely_synonym	Psalms 107:6
H1121	H3034	detected	n_verses=4,pmi=1.298	unclassified	Psalms 107:8
H0120	H3034	detected	n_verses=4,pmi=1.523	unclassified	Psalms 107:8
H0120	H2617	detected	n_verses=4,pmi=0.788	unclassified	Psalms 107:8
H0559	H1530	detected	n_verses=3,pmi=2.939	unclassified	Job 20:7
H0776	H4325	detected	n_verses=5,pmi=0.83	unclassified	Job 5:10
H6310	H7200	detected	n_verses=3,pmi=0.221	unclassified	Psalms 107:42
H2617	H8104	detected	n_verses=3,pmi=0.715	unclassified	Job 10:12
H1696	H6605	detected	n_verses=4,pmi=2.454	unclassified	Job 11:5
H3956	H6605	detected	n_verses=3,pmi=2.639	unclassified	Job 33:2
H7563	H8267	detected	n_verses=3,pmi=1.344	unclassified	Proverbs 13:5
H6310	H8267	detected	n_verses=4,pmi=1.823	unclassified	Proverbs 20:17
H7563	H8605	detected	n_verses=3,pmi=1.526	unclassified	Proverbs 15:8
H0802	H1121	detected	n_verses=3,pmi=1.605	unclassified	Job 19:17
H2617	H6213	detected	n_verses=4,pmi=0.59	unclassified	Psalms 109:21
H2896	H8034	detected	n_verses=3,pmi=0.621	unclassified	Proverbs 22:1
H3372	H5769	detected	n_verses=3,pmi=0.836	unclassified	Psalms 111:5
H5769	H6213	detected	n_verses=6,pmi=0.947	unclassified	Proverbs 22:28
H2896	H4941	detected	n_verses=5,pmi=1.227	unclassified	Job 34:4
H0376	H1697	detected	n_verses=4,pmi=0.416	unclassified	Job 11:2
H0376	H4941	detected	n_verses=4,pmi=0.521	unclassified	Job 9:32
H3519	H6666	detected	n_verses=3,pmi=2.027	unclassified	Proverbs 8:18
H7563	H8378	detected	n_verses=3,pmi=2.094	unclassified	Proverbs 10:24
H0006	H7563	detected	n_verses=3,pmi=1.143	unclassified	Proverbs 11:7
H7200	H7563	detected	n_verses=3,pmi=0.029	unclassified	Job 40:12
H0982	H4043	detected	n_verses=3,pmi=3.238	unclassified	Psalms 115:9
H0982	H5828	detected	n_verses=3,pmi=3.986	unclassified	Psalms 115:9
H3605	H7999	detected	n_verses=4,pmi=0.781	unclassified	Job 41:3
H0120	H2896	detected	n_verses=4,pmi=0.83	unclassified	Proverbs 3:4
H0982	H2896	detected	n_verses=3,pmi=1.429	unclassified	Proverbs 16:20
H5437	H8034	detected	n_verses=3,pmi=2.484	unclassified	Psalms 118:10
H6213	H6963	detected	n_verses=3,pmi=0.767	unclassified	Job 28:26
H3034	H6664	detected	n_verses=3,pmi=1.954	unclassified	Psalms 118:19
H1961	H6030	detected	n_verses=3,pmi=0.818	unclassified	Job 16:8
H1004	H1288	detected	n_verses=5,pmi=1.786	unclassified	Job 1:10
H1870	H8451	detected	n_verses=3,pmi=1.278	unclassified	Proverbs 6:23
H5800	H8104	detected	n_verses=3,pmi=1.984	likely_antonym	Proverbs 10:17
H4941	H5315	detected	n_verses=3,pmi=0.244	unclassified	Job 27:2
H1697	H5315	detected	n_verses=4,pmi=0.427	unclassified	Psalms 119:25
H1870	H3820	detected	n_verses=6,pmi=0.525	unclassified	Job 12:24
H0565	H2617	detected	n_verses=3,pmi=2.188	unclassified	Psalms 119:41
H1697	H6030	detected	n_verses=4,pmi=1.433	unclassified	Job 9:14
H1697	H4941	detected	n_verses=3,pmi=0.76	unclassified	Psalms 119:43
H7563	H8451	detected	n_verses=3,pmi=1.121	unclassified	Proverbs 28:4
H0565	H3605	detected	n_verses=3,pmi=0.899	unclassified	Psalms 119:58
H1870	H7272	detected	n_verses=5,pmi=1.625	unclassified	Job 23:11
H2896	H3701	detected	n_verses=3,pmi=2.063	unclassified	Proverbs 8:19
H1961	H5650	detected	n_verses=4,pmi=1.151	unclassified	Job 42:7
H0559	H5869	detected	n_verses=3,pmi=0.106	unclassified	Job 11:4
H3117	H6213	detected	n_verses=3,pmi=0.01	unclassified	Job 1:5
H7272	H8104	detected	n_verses=5,pmi=2.051	unclassified	Job 13:27
H7451	H8104	detected	n_verses=3,pmi=1.08	unclassified	Proverbs 16:17
H0216	H5369	detected	n_verses=4,pmi=3.946	unclassified	Job 18:6
H0157	H8130	detected	n_verses=7,pmi=2.825	likely_antonym	Proverbs 9:8
H0734	H3605	detected	n_verses=3,pmi=0.301	unclassified	Proverbs 2:19
H0205	H3559	detected	n_verses=3,pmi=1.955	unclassified	Job 15:35
H5869	H8104	detected	n_verses=3,pmi=0.598	unclassified	Proverbs 4:21
H4941	H7227	detected	n_verses=3,pmi=1.235	unclassified	Job 32:9
H0157	H8104	detected	n_verses=3,pmi=1.54	unclassified	Proverbs 4:6
H1870	H8104	detected	n_verses=5,pmi=1.031	unclassified	Proverbs 2:20
H5315	H8130	detected	n_verses=4,pmi=1.01	unclassified	Proverbs 6:16
H5315	H7451	detected	n_verses=3,pmi=0.418	unclassified	Proverbs 13:19
H1004	H3427	detected	n_verses=3,pmi=1.385	unclassified	Proverbs 21:9
H1961	H6965	detected	n_verses=6,pmi=1.361	unclassified	Job 11:17
H5315	H6341	detected	n_verses=3,pmi=2.451	unclassified	Proverbs 7:23
H3027	H6662	detected	n_verses=3,pmi=0.267	unclassified	Job 17:9
H3899	H5414	detected	n_verses=3,pmi=1.276	unclassified	Job 42:11
H0559	H1288	detected	n_verses=3,pmi=0.814	unclassified	Job 1:21
H1288	H3027	detected	n_verses=3,pmi=0.833	unclassified	Job 1:11
H3605	H7971	detected	n_verses=3,pmi=-0.104	unclassified	Job 1:5
H3605	H8432	detected	n_verses=4,pmi=1.1	unclassified	Job 42:15
H1419	H2617	detected	n_verses=3,pmi=1.724	unclassified	Psalms 136:4
H1419	H5769	detected	n_verses=3,pmi=1.675	unclassified	Psalms 136:4
H3220	H5769	detected	n_verses=3,pmi=1.402	unclassified	Psalms 136:13
H5674	H5769	detected	n_verses=3,pmi=1.136	unclassified	Proverbs 10:25
H3117	H5797	detected	n_verses=3,pmi=1.159	unclassified	Proverbs 31:25
H0216	H2822	detected	n_verses=4,pmi=2.934	likely_antonym	Job 12:22
H3117	H3820	detected	n_verses=4,pmi=0.023	unclassified	Proverbs 15:15
H3045	H4941	detected	n_verses=3,pmi=0.364	unclassified	Job 13:18
H3709	H6440	detected	n_verses=3,pmi=1.116	unclassified	Job 2:7
H4941	H6663	detected	n_verses=4,pmi=2.813	unclassified	Job 13:18
H4191	H5315	detected	n_verses=3,pmi=1.294	unclassified	Job 33:22
H0120	H5674	detected	n_verses=3,pmi=1.201	unclassified	Proverbs 19:11
H3605	H5307	detected	n_verses=3,pmi=0.078	unclassified	Proverbs 1:14
H5414	H5869	detected	n_verses=5,pmi=0.724	unclassified	Job 24:23
H3605	H4557	detected	n_verses=3,pmi=1.218	unclassified	Job 1:5
H1419	H4557	detected	n_verses=3,pmi=3.747	unclassified	Job 5:9
H5414	H7121	detected	n_verses=3,pmi=0.936	unclassified	Proverbs 2:3
H1984	H8064	detected	n_verses=3,pmi=1.255	unclassified	Psalms 148:1
H3605	H8269	detected	n_verses=3,pmi=1.282	unclassified	Job 34:19
H0561	H4148	detected	n_verses=3,pmi=2.937	unclassified	Proverbs 1:2
H1847	H4148	detected	n_verses=4,pmi=2.885	unclassified	Proverbs 1:7
H1847	H2451	detected	n_verses=7,pmi=2.86	likely_synonym	Proverbs 1:7
H1961	H8432	detected	n_verses=4,pmi=2.147	unclassified	Job 1:6
H1870	H5410	detected	n_verses=4,pmi=2.807	likely_synonym	Proverbs 1:15
H1980	H7272	detected	n_verses=5,pmi=1.879	unclassified	Job 18:8
H0734	H3947	detected	n_verses=3,pmi=2.557	unclassified	Proverbs 1:19
H2351	H7339	detected	n_verses=3,pmi=5.644	likely_synonym	Proverbs 1:20
H0014	H3605	detected	n_verses=3,pmi=2.381	unclassified	Proverbs 1:25
H0935	H6343	detected	n_verses=4,pmi=2.391	unclassified	Job 3:25
H1847	H3374	detected	n_verses=3,pmi=2.905	unclassified	Proverbs 1:29
H1121	H6845	detected	n_verses=3,pmi=2.126	unclassified	Proverbs 2:1
H0561	H4687	detected	n_verses=3,pmi=2.937	unclassified	Job 23:12
H0241	H3820	detected	n_verses=4,pmi=1.326	unclassified	Proverbs 2:2
H2451	H3820	detected	n_verses=3,pmi=0.712	unclassified	Proverbs 2:2
H2451	H5186	detected	n_verses=3,pmi=2.226	unclassified	Proverbs 2:2
H2451	H8394	detected	n_verses=9,pmi=3.804	likely_synonym	Job 12:12
H6963	H7121	detected	n_verses=4,pmi=1.842	unclassified	Job 9:16
H2451	H6310	detected	n_verses=3,pmi=1.008	unclassified	Proverbs 2:6
