lex,default,qal,nif,piel,pual,hit,hif,hof,hsht,pasq,etpa,nit,hotp,tif,htpa,poal,poel
LV/,悄悄地；轻轻的；私下里,,,,,,,,,,,,,,,,
LV=/,岩蔷薇；没药,,,,,,,,,,,,,,,,
LV>H/,蜥蜴,,,,,,,,,,,,,,,,
LVC[,锤击；锻造,锤打,,,被磨锐,,,,,,,,,,,,
LVWCJM/,利都是族，《思》肋突兴人,,,,,,,,,,,,,,,,
LWBJ/,路比，路比人，《现》《思》利比亚，利比亚人,,,,,,,,,,,,,,,,
LWC[,揉，搓,,,,,,,,,,,,,,,,
LWD/,路德，《思》路得,,,,,,,,,,,,,,,,
LWDJM/,路低人，《思》路丁人,,,,,,,,,,,,,,,,
LWH=[,加入；联合,借用,,,,,借与,,,,,,,,,,
LWH[,加入；联合,伴随,结合,,,,,,,,,,,,,,
LWJ/,利未，《思》肋未,,,,,,,,,,,,,,,,
LWJ=/,利未，《思》肋未,,,,,,,,,,,,,,,,
LWJH/,花环；华冠；荣冕,,,,,,,,,,,,,,,,
LWJTN/,巨鳄；巨型海怪,,,,,,,,,,,,,,,,
LWL/,旋螺形楼梯，螺旋梯,,,,,,,,,,,,,,,,
LWN[,,,发怨言,,,,使发怨言,,,,,,,,,,
LWVN/,罗坍，《思》罗特,,,,,,,,,,,,,,,,
LWV[,,包裹,,,,,使包裹,,,,,,,,,,
LWX/,木板；板,,,,,,,,,,,,,,,,
LWXC/,哈罗黑，《思》哈罗赫士,,,,,,,,,,,,,,,,
LWXJT/,鲁希坡，《思》路希特,,,,,,,,,,,,,,,,
LWZ[,,转向,弯曲,,,,使离开,,,,,,,,,,
LX/,活力；男子气概；生殖力,,,,,,,,,,,,,,,,
LX=/,新鲜，嫩,,,,,,,,,,,,,,,,
LXC/,窃窃私语；耳语,,,,,,,,,,,,,,,,
LXC[,,,,窃窃私语,,相互低声说话,,,,,,,,,,,
LXJ/,下巴；腮骨；脸颊,,,,,,,,,,,,,,,,
LXJ=/,下巴；腮骨；脸颊,,,,,,,,,,,,,,,,
LXJ_R>J/,庇耳‧拉海‧莱，《思》拉海洛依,,,,,,,,,,,,,,,,
LXK[,舔,,,,,,,,,,,,,,,,
LXM/,饼；食物,,,,,,,,,,,,,,,,
LXM=/,战士；对抗，战斗,,,,,,,,,,,,,,,,
LXM=[,吃,,,,,,,,,,,,,,,,
LXMJ/,拉哈米，《思》拉赫米,,,,,,,,,,,,,,,,
LXMJ=/,拉哈米，《思》拉赫米,,,,,,,,,,,,,,,,
LXMS/,拉幔，《思》拉赫玛斯,,,,,,,,,,,,,,,,
LXM[,吃,,,,,,,,,,,,,,,,
LXWM/,肉；肠子；内脏,,,,,,,,,,,,,,,,
LXY/,欺压；折磨,,,,,,,,,,,,,,,,
LXY[,向（某物）挤压；使自己挨着（某物）,压迫,被压迫,,,,,,,,,,,,,,
LYWN/,嘲弄，嘲讽，嘲笑；轻蔑,,,,,,,,,,,,,,,,
LZWT/,故弄玄虚；欺骗；不诚实,,,,,,,,,,,,,,,,
M<BH/,模具,,,,,,,,,,,,,,,,
M<DJ/,玛玳，《思》玛阿待,,,,,,,,,,,,,,,,
M<DJH/,玛底雅，《思》玛阿狄雅,,,,,,,,,,,,,,,,
M<DN/,佳肴；美事,,,,,,,,,,,,,,,,
M<DR/,锄头,,,,,,,,,,,,,,,,
M<D[,,摇晃、震动,,,,,使摇晃,,,摇晃、震动,,,,,,,
M<FH/,行为，作为,,,,,,,,,,,,,,,,
M<FJ/,玛赛，《思》玛赛,,,,,,,,,,,,,,,,
M<FR/,十分之一,,,,,,,,,,,,,,,,
M<GL/,脚印,,,,,,,,,,,,,,,,
M<GL=/,脚印,,,,,,,,,,,,,,,,
M<J=/,玛艾，《思》玛艾,,,,,,,,,,,,,,,,
M<JL/,长袍，外袍，斗篷,,,,,,,,,,,,,,,,
M<JN/,水泉，泉源,,,,,,,,,,,,,,,,
M<KTJ/,玛迦人，《思》玛阿加人,,,,,,,,,,,,,,,,
M<K[,挤压；抚弄,挤压,,,被挤压,,,,,,,,,,,,
M<L==/,举起,,,,,,,,,,,,,,,,
M<LH/,姑珥坡，《思》古尔,,,,,,,,,,,,,,,,
M<LH=/,上；爬上；登上,,,,,,,,,,,,,,,,
M<LL/,作为，行为,,,,,,,,,,,,,,,,
M<MD/,官职；职能；职务,,,,,,,,,,,,,,,,
M<MSH/,沉重石头,,,,,,,,,,,,,,,,
M<NH/,居所；窝；巢穴；住所,,,,,,,,,,,,,,,,
M<NH=/,回答；回应；回复,,,,,,,,,,,,,,,,
M<NH==/,犁沟,,,,,,,,,,,,,,,,
M<NH===/,回答；回应；回复,,,,,,,,,,,,,,,,
M<QH/,栏杆；矮墙,,,,,,,,,,,,,,,,
M<R/,空空的空间,,,,,,,,,,,,,,,,
M<RH/,洞,,,,,,,,,,,,,,,,
M<RH=/,空地,,,,,,,,,,,,,,,,
M<RH==/,洞,,,,,,,,,,,,,,,,
M<RH===/,洞,,,,,,,,,,,,,,,,
M<RK/,计划,,,,,,,,,,,,,,,,
M<RKT/,一行；一层,,,,,,,,,,,,,,,,
M<RT/,玛腊，《思》玛阿辣特,,,,,,,,,,,,,,,,
M<RYH/,恐怖,,,,,,,,,,,,,,,,
M<V/,少，稀少，微小,,,,,,,,,,,,,,,,
M<VH/,衣服；披风,,,,,,,,,,,,,,,,
M<VH=/,衣服；披风,,,,,,,,,,,,,,,,
M<V[,变少；减少,稀少、变稀,,变稀,,,使稀少,,,,,,,,,,
M<WG/,烘烤的东西,,,,,,,,,,,,,,,,
M<WK/,玛俄，《思》玛敖客,,,,,,,,,,,,,,,,
M<WN/,居所；窝；巢穴；住所,,,,,,,,,,,,,,,,
M<WNJ/,米乌尼人，《思》玛红人,,,,,,,,,,,,,,,,
M<WNTJ/,悯挪太，《思》毛诺泰,,,,,,,,,,,,,,,,
M<WP/,昏暗，幽暗,,,,,,,,,,,,,,,,
M<WR/,裸体，赤裸,,,,,,,,,,,,,,,,
M<WZ/,堡垒；避难所,,,,,,,,,,,,,,,,
M<Y/,玛斯，《思》玛阿兹,,,,,,,,,,,,,,,,
M<YBH/,痛苦；折磨,,,,,,,,,,,,,,,,
M<YD/,斧子；扁斧；凿子,,,,,,,,,,,,,,,,
M<YWR/,自我克制；约束,,,,,,,,,,,,,,,,
M<ZJH/,玛西亚，《思》玛阿齐雅,,,,,,,,,,,,,,,,
M>BWS/,谷仓，仓廪,,,,,,,,,,,,,,,,
M>H/,一百，百,,,,,,,,,,,,,,,,
M>H=/,一百，百,,,,,,,,,,,,,,,,
M>KL/,食物,,,,,,,,,,,,,,,,
M>KLT/,刀,,,,,,,,,,,,,,,,
M>KLT=/,食物,,,,,,,,,,,,,,,,
M>MY/,努力,,,,,,,,,,,,,,,,
M>N[,拒绝,,,,,,,,,,,,,,,,
M>PH/,烘烤的东西,,,,,,,,,,,,,,,,
M>PL/,黑暗,,,,,,,,,,,,,,,,
M>PLJH/,黑暗,,,,,,,,,,,,,,,,
M>RB/,埋伏的地方,,,,,,,,,,,,,,,,
M>RH/,诅咒，咒诅,,,,,,,,,,,,,,,,
M>R[,伤；刺,,,,,,,,,,,,,,,,
M>S=[,拒绝；推却,,,,,,,,,,,,,,,,
M>S[,拒绝；推却,拒绝,被拒绝,,,,,,,,,,,,,,
M>WM/,残疾；缺陷,,,,,,,,,,,,,,,,
M>WMH/,某物件；任何物件,,,,,,,,,,,,,,,,
M>WR/,光体,,,,,,,,,,,,,,,,
M>WRH/,洞,,,,,,,,,,,,,,,,
M>ZNJM/,天平；秤,,,,,,,,,,,,,,,,
MBDLH/,分别出来的；保留的,,,,,,,,,,,,,,,,
MBFM/,米比衫，《思》米贝散,,,,,,,,,,,,,,,,
MBLJGJT/,脸部扭曲,,,,,,,,,,,,,,,,
MBNH/,结构；建筑；建筑物,,,,,,,,,,,,,,,,
MBNJ/,米本乃，《思》息贝开,,,,,,,,,,,,,,,,
MBRX/,逃亡的人,,,,,,,,,,,,,,,,
MBV/,盼望；希望,,,,,,,,,,,,,,,,
MBV>/,冒失说话,,,,,,,,,,,,,,,,
MBVX/,信心；倚靠；安稳,,,,,,,,,,,,,,,,
MBW</,水泉,,,,,,,,,,,,,,,,
MBW>/,来，过来,,,,,,,,,,,,,,,,
MBWKH/,扰乱不安，惊慌失措,,,,,,,,,,,,,,,,
MBWL/,洪水,,,,,,,,,,,,,,,,
MBWQH/,空虚；荒凉,,,,,,,,,,,,,,,,
MBWSH/,践踏；蹂躏,,,,,,,,,,,,,,,,
MBXR/,特选的；精良的；上选的,,,,,,,,,,,,,,,,
MBXR=/,特选的；精良的；上选的,,,,,,,,,,,,,,,,
MBXWR/,特选的；精良的；上选的,,,,,,,,,,,,,,,,
MC/,玛施，《思》玛士,,,,,,,,,,,,,,,,
MC<J/,清洁；擦（身）,,,,,,,,,,,,,,,,
MC<M/,米珊，《思》米商,,,,,,,,,,,,,,,,
MC<NH/,棍棒；权杖,,,,,,,,,,,,,,,,
MC<NT/,棍棒；权杖,,,,,,,,,,,,,,,,
MC<WL/,小径；路；道,,,,,,,,,,,,,,,,
MC>/,债,,,,,,,,,,,,,,,,
MC>=/,米沙，《思》默沙,,,,,,,,,,,,,,,,
MC>B/,饮水的地方,,,,,,,,,,,,,,,,
MC>H/,贷款；债务,,,,,,,,,,,,,,,,
MC>L/,米沙勒，《思》米沙耳,,,,,,,,,,,,,,,,
MC>LH/,请求；要求,,,,,,,,,,,,,,,,
MC>RT/,揉面盆,,,,,,,,,,,,,,,,
MC>WN/,欺骗,,,,,,,,,,,,,,,,
MCBR/,碎浪；海浪,,,,,,,,,,,,,,,,
MCBT/,结束；毁坏,,,,,,,,,,,,,,,,
MCBYWT/,固定；镶嵌,,,,,,,,,,,,,,,,
MCC[,感觉，触摸，摸索,摸索,,触摸,,,使摸索,,,,,,,,,,
MCGH/,错误；过失,,,,,,,,,,,,,,,,
MCH/,借贷,,,,,,,,,,,,,,,,
MCH=/,摩西，《思》梅瑟,,,,,,,,,,,,,,,,
MCH[,,拉出,,,,,使拉出,,,,,,,,,,
MCJ/,精致衣料，绫罗绸缎,,,,,,,,,,,,,,,,
MCJX/,受膏者,,,,,,,,,,,,,,,,
MCJZB>L/,米示萨别，《思》默舍匝贝耳,,,,,,,,,,,,,,,,
MCKB/,休息,,,,,,,,,,,,,,,,
MCKN/,居所；家,,,,,,,,,,,,,,,,
MCK[,高大的,抓取,延长,,被拉长,,,,,,,,,,,,
MCL/,格言；神谕；箴言；俗语；比喻,,,,,,,,,,,,,,,,
MCL=/,相似物,,,,,,,,,,,,,,,,
MCL==/,相似物,,,,,,,,,,,,,,,,
MCL===/,格言；神谕；箴言；俗语；比喻,,,,,,,,,,,,,,,,
MCL=[,,作讽刺诗,相似,讲比喻,,显示相似,比较,,,,,,,,,,
MCLM/,米书兰，《思》默叔蓝,,,,,,,,,,,,,,,,
MCLMJT/,米实利密，《思》默史肋米特,,,,,,,,,,,,,,,,
MCLMT/,米舒利密，《思》默叔肋默特,,,,,,,,,,,,,,,,
MCLMWT/,米实利末，《思》默史肋摩特,,,,,,,,,,,,,,,,
MCLXT/,解散；允许离开,,,,,,,,,,,,,,,,
MCL[,像；变得像,统治,,,,,使统治,,,,,,,,,,
MCM<T/,臣民；服从者,,,,,,,,,,,,,,,,
MCMH/,荒凉,,,,,,,,,,,,,,,,
MCMN/,肥沃；丰富,,,,,,,,,,,,,,,,
MCMNH/,弥施玛拿，《思》米舍曼纳,,,,,,,,,,,,,,,,
MCMR/,监禁,,,,,,,,,,,,,,,,
MCMRT/,看守,,,,,,,,,,,,,,,,
MCNH/,两倍，双倍,,,,,,,,,,,,,,,,
MCPTJM/,羊圈；羊栏,,,,,,,,,,,,,,,,
MCPV/,案件，诉讼,,,,,,,,,,,,,,,,
MCPXH/,属；种类；宗族；家族,,,,,,,,,,,,,,,,
MCPXT/,属；种类；宗族；家族,,,,,,,,,,,,,,,,
MCQ/,继承人,,,,,,,,,,,,,,,,
MCQ</,清水,,,,,,,,,,,,,,,,
MCQ=/,冲向,,,,,,,,,,,,,,,,
MCQD/,杏仁状；杏花状,,,,,,,,,,,,,,,,
MCQH/,饮品,,,,,,,,,,,,,,,,
MCQL/,重量,,,,,,,,,,,,,,,,
MCQLT/,铅垂线，准绳,,,,,,,,,,,,,,,,
MCQWL/,称重,,,,,,,,,,,,,,,,
MCQWP/,门梁,,,,,,,,,,,,,,,,
MCR<J/,密来人，《思》米市辣人,,,,,,,,,,,,,,,,
MCRH/,果汁,,,,,,,,,,,,,,,,
MCTH/,饮用,,,,,,,,,,,,,,,,
MCVR/,官员；工头；监工,,,,,,,,,,,,,,,,
MCVWX/,晾晒地,,,,,,,,,,,,,,,,
MCWBB/,米所巴，《思》默芍巴布,,,,,,,,,,,,,,,,
MCWBH/,叛逃；变节；倒退,,,,,,,,,,,,,,,,
MCWGH/,错误,,,,,,,,,,,,,,,,
MCWV/,桨,,,,,,,,,,,,,,,,
MCXJT/,毁灭；毁坏,,,,,,,,,,,,,,,,
MCXR/,破晓,,,,,,,,,,,,,,,,
MCXT/,毁灭的武器,,,,,,,,,,,,,,,,
MCX[,涂，抹；擦；刷；膏抹,涂抹,被涂抹,,,,,,,,,,,,,,
MD/,衣服，服装；束腰外衣；盔甲,,,,,,,,,,,,,,,,
MD</,知识；学问,,,,,,,,,,,,,,,,
MD<=/,知识；学问,,,,,,,,,,,,,,,,
MDBR/,大草原；沙漠；旷野,,,,,,,,,,,,,,,,
MDBR=/,大草原；沙漠；旷野,,,,,,,,,,,,,,,,
MDCH/,被打的禾稼,,,,,,,,,,,,,,,,
MDD[,测量；量度,测量,被测量,测量,,伸展,,,,,,,,,,,
MDHBH/,大胆；傲慢无礼,,,,,,,,,,,,,,,,
MDJ/,玛代，《思》玛待,,,,,,,,,,,,,,,,
MDJ=/,玛代，《思》玛待,,,,,,,,,,,,,,,,
MDJN==/,密丁，《思》米丁,,,,,,,,,,,,,,,,
MDJNH/,区；省,,,,,,,,,,,,,,,,
MDJNJ/,米甸人，《思》米德杨人，米德扬人,,,,,,,,,,,,,,,,
MDKH/,臼，研钵,,,,,,,,,,,,,,,,
MDMN/,玛得缅，《思》玛德门,,,,,,,,,,,,,,,,
MDMNH==/,麦玛拿，《思》玛德玛纳,,,,,,,,,,,,,,,,
MDMNH===/,麦玛拿，《思》玛德玛纳,,,,,,,,,,,,,,,,
MDQRH/,刺入；刺穿,,,,,,,,,,,,,,,,
MDRC/,故事；事迹；评传,,,,,,,,,,,,,,,,
MDRGH/,悬崖,,,,,,,,,,,,,,,,
MDRK/,脚掌可踏之处，立足的地,,,,,,,,,,,,,,,,
MDW/,衣服，服装；束腰外衣；盔甲,,,,,,,,,,,,,,,,
MDW<,为甚么？为了甚么目的？,,,,,,,,,,,,,,,,
MDWH/,疾病,,,,,,,,,,,,,,,,
MDWRH/,一堆，一迭,,,,,,,,,,,,,,,,
MDXH/,推，猛推；赶逐,,,,,,,,,,,,,,,,
MDXPH/,迅速，赶紧,,,,,,,,,,,,,,,,
MF>==/,偏袒；看情面；偏私,,,,,,,,,,,,,,,,
MF>H/,（烟气）上腾,,,,,,,,,,,,,,,,
MF>T/,承担；经受,,,,,,,,,,,,,,,,
MFGB/,堡垒；避难所,,,,,,,,,,,,,,,,
MFKJL/,训诲诗,,,,,,,,,,,,,,,,
MFKJT/,石像,,,,,,,,,,,,,,,,
MFKRT/,工资；报偿,,,,,,,,,,,,,,,,
MFPX/,痂；疤,,,,,,,,,,,,,,,,
MFRH/,主宰,,,,,,,,,,,,,,,,
MFRPWT_MJM/,米斯利弗‧玛音，《思》米斯勒佛特玛殷,,,,,,,,,,,,,,,,
MFRQH/,玛士利加，《思》玛斯勒卡,,,,,,,,,,,,,,,,
MFRT/,盘,,,,,,,,,,,,,,,,
MFVMH/,怨恨；仇恨,,,,,,,,,,,,,,,,
MFWF/,喜悦；欢喜；高兴,,,,,,,,,,,,,,,,
MFWKH/,荆棘的篱笆,,,,,,,,,,,,,,,,
MFWR/,锯子,,,,,,,,,,,,,,,,
MFWRH/,（液体的）度量单位,,,,,,,,,,,,,,,,
MFXQ/,嘲笑；充满信心地面对,,,,,,,,,,,,,,,,
MG<RT/,斥责；责备,,,,,,,,,,,,,,,,
MGB<H/,帽子；头巾,,,,,,,,,,,,,,,,
MGBJC/,末必，《思》玛革彼士,,,,,,,,,,,,,,,,
MGBLT/,交织在一起；编织的,,,,,,,,,,,,,,,,
MGD/,上好的，佳美的,,,,,,,,,,,,,,,,
MGDJ>L/,玛基迭，《思》玛革狄耳,,,,,,,,,,,,,,,,
MGDL/,塔；城楼,,,,,,,,,,,,,,,,
MGDL=/,塔,,,,,,,,,,,,,,,,
MGDL_<DR/,以得台，《现》以得塔，《思》米革达耳厄德尔,,,,,,,,,,,,,,,,
MGDL_>L/,密大‧伊勒，《思》米革达肋耳,,,,,,,,,,,,,,,,
MGDL_GD/,麦大‧迦得，《思》米革达耳加得,,,,,,,,,,,,,,,,
MGDNWT/,贵重的物品；上好的东西,,,,,,,,,,,,,,,,
MGDW/,米吉多，《思》默基多,,,,,,,,,,,,,,,,
MGDWL/,塔,,,,,,,,,,,,,,,,
MGL/,镰刀,,,,,,,,,,,,,,,,
MGN/,盾牌,,,,,,,,,,,,,,,,
MGN=/,盾牌,,,,,,,,,,,,,,,,
MGNH/,覆盖物,,,,,,,,,,,,,,,,
MGN[,给予,,,,,,,,,,,,,,,,
MGPH/,打击 ；瘟疫；击杀,,,,,,,,,,,,,,,,
MGPJ<C/,抹比押，《思》玛革丕阿士,,,,,,,,,,,,,,,,
MGRC/,郊外；牧场,,,,,,,,,,,,,,,,
MGRH/,石刨；石锉,,,,,,,,,,,,,,,,
MGRPH/,土块,,,,,,,,,,,,,,,,
MGRWN/,米矶仑，《思》米革龙,,,,,,,,,,,,,,,,
MGR[,,投掷,,猛掷,,,,,,,,,,,,,
MGWG/,玛各，《思》玛哥格,,,,,,,,,,,,,,,,
MGWRH=/,谷仓；粮仓,,,,,,,,,,,,,,,,
MGZRH/,斧头,,,,,,,,,,,,,,,,
MH,甚么，怎样,,,,,,,,,,,,,,,,
MHH[,等候；徘徊；耽搁；磨蹭,,,,,,,,,,,,,,,,
MHJR/,迅速,,,,,,,,,,,,,,,,
MHJVB>L/,米希她别，《思》默塔贝耳,,,,,,,,,,,,,,,,
MHLL/,称赞,,,,,,,,,,,,,,,,
MHLL>L/,玛勒列，《思》玛拉肋耳,,,,,,,,,,,,,,,,
MHL[,混合,,,,,,,,,,,,,,,,
MHPKH/,倾覆；毁灭,,,,,,,,,,,,,,,,
MHPKT/,枷锁,,,,,,,,,,,,,,,,
MHR/,聘礼,,,,,,,,,,,,,,,,
MHRH/,迅速行动；赶快进行,,,,,,,,,,,,,,,,
MHRJ/,玛哈莱，《思》玛哈赖,,,,,,,,,,,,,,,,
MHR[,,,急促,加快,,,,,,,,,,,,,
MHR_CLL_XC_BZ/,玛黑珥‧沙拉勒‧哈施‧罢斯，《思》玛赫尔沙拉耳哈市巴次,,,,,,,,,,,,,,,,
MHWMH/,心烦意乱；不安；骚动；震动,,,,,,,,,,,,,,,,
MHWMN/,米户幔，《思》默胡曼,,,,,,,,,,,,,,,,
MJ,谁?,,,,,,,,,,,,,,,,
MJC</,米沙，《思》玛勒沙,,,,,,,,,,,,,,,,
MJC<=/,米沙，《思》默沙,,,,,,,,,,,,,,,,
MJC>/,米沙，《思》默沙,,,,,,,,,,,,,,,,
MJC>L/,米沙利，《思》米沙耳,,,,,,,,,,,,,,,,
MJCK/,米煞，《思》默沙客,,,,,,,,,,,,,,,,
MJCWR/,平原；高原；台地,,,,,,,,,,,,,,,,
MJDB>/,米底巴，《思》默德巴,,,,,,,,,,,,,,,,
MJDD/,米达，《思》默达得,,,,,,,,,,,,,,,,
MJK>/,米迦，《思》米加,,,,,,,,,,,,,,,,
MJK>L/,米迦勒，《思》米加耳,,,,,,,,,,,,,,,,
MJKH/,米迦，《思》米加,,,,,,,,,,,,,,,,
MJKJH/,米该亚，《思》米加,,,,,,,,,,,,,,,,
MJKJHW/,米迦，《思》米加,,,,,,,,,,,,,,,,
MJKJHW=/,米该亚，《现》玛迦，《思》玛阿加,,,,,,,,,,,,,,,,
MJKL/,米甲，《思》米加耳,,,,,,,,,,,,,,,,
MJKL=/,谁?,,,,,,,,,,,,,,,,
MJM/,水,,,,,,,,,,,,,,,,
MJMN/,米雅民，《思》米雅明,,,,,,,,,,,,,,,,
MJN/,种类；物种,,,,,,,,,,,,,,,,
MJNQT/,吸，吮，啜,,,,,,,,,,,,,,,,
MJP<T/,米法押，《思》默法阿特,,,,,,,,,,,,,,,,
MJTR/,绳子；绳索,,,,,,,,,,,,,,,,
MJVB/,最好的,,,,,,,,,,,,,,,,
MJY/,挤压,,,,,,,,,,,,,,,,
MJ_ZHB/,米‧萨合，《思》默匝哈布,,,,,,,,,,,,,,,,
MKBNJ/,末巴奈，《思》玛革邦乃,,,,,,,,,,,,,,,,
MKBR/,网格；格子,,,,,,,,,,,,,,,,
MKBR=/,网格；格子,,,,,,,,,,,,,,,,
MKCLH/,废墟,,,,,,,,,,,,,,,,
MKCWL/,绊脚石；障碍物,,,,,,,,,,,,,,,,
MKH/,击打；鞭伤；伤口,,,,,,,,,,,,,,,,
MKJ/,玛基，《思》玛基,,,,,,,,,,,,,,,,
MKJR/,玛吉，《思》玛基尔,,,,,,,,,,,,,,,,
MKJRJ/,玛吉族，《思》玛基尔家族,,,,,,,,,,,,,,,,
MKK[,陷入；下凹；塌下,低下,下沉,,,,,被贬低,,,,,,,,,
MKLL/,完美,,,,,,,,,,,,,,,,
MKLT/,食物,,,,,,,,,,,,,,,,
MKLWL/,穿着完美,,,,,,,,,,,,,,,,
MKMR/,网,,,,,,,,,,,,,,,,
MKMRT/,投网,,,,,,,,,,,,,,,,
MKMS/,密抹，《思》米革玛斯,,,,,,,,,,,,,,,,
MKMTT/,密米他，《思》米革默塔特,,,,,,,,,,,,,,,,
MKNDBJ/,玛拿底拜，《思》玛革纳德拜,,,,,,,,,,,,,,,,
MKNH/,米哥拿，《思》默苛纳,,,,,,,,,,,,,,,,
MKNS/,短裤；贴身长裤,,,,,,,,,,,,,,,,
MKPLH/,麦比拉，《思》玛革培拉,,,,,,,,,,,,,,,,
MKR/,货品；商品,,,,,,,,,,,,,,,,
MKR=/,熟人,,,,,,,,,,,,,,,,
MKRH/,刀剑,,,,,,,,,,,,,,,,
MKRH=/,盐坑；盐堆,,,,,,,,,,,,,,,,
MKRJ/,米基立，《思》米革黎,,,,,,,,,,,,,,,,
MKRTJ/,米基拉人，《思》默革辣人,,,,,,,,,,,,,,,,
MKR[,卖,出售,被出售,,,自卖(给),,,,,,,,,,,
MKS/,份额；比例,,,,,,,,,,,,,,,,
MKSH/,盖,,,,,,,,,,,,,,,,
MKSH=/,盖；篷,,,,,,,,,,,,,,,,
MKSH==/,份额；比例,,,,,,,,,,,,,,,,
MKTB/,写,,,,,,,,,,,,,,,,
MKTC/,臼；研钵,,,,,,,,,,,,,,,,
MKTH/,碎片,,,,,,,,,,,,,,,,
MKTM/,金诗,,,,,,,,,,,,,,,,
MKWH/,烧伤处,,,,,,,,,,,,,,,,
MKWN/,地方；场所；基地,,,,,,,,,,,,,,,,
MKWNH/,地方；场所；基地,,,,,,,,,,,,,,,,
MKWRH/,故乡；原籍地,,,,,,,,,,,,,,,,
ML>/,满了，充满,,,,,,,,,,,,,,,,
ML>=/,群,,,,,,,,,,,,,,,,
ML>H/,全部产品,,,,,,,,,,,,,,,,
ML>H=/,镶座,,,,,,,,,,,,,,,,
ML>JM/,（宝石的）镶嵌底座,,,,,,,,,,,,,,,,
ML>K/,使者；天使,,,,,,,,,,,,,,,,
ML>KH/,工；任务；工程；服务,,,,,,,,,,,,,,,,
ML>KJ/,玛拉基，《思》玛拉基亚,,,,,,,,,,,,,,,,
ML>KWT/,信息,,,,,,,,,,,,,,,,
ML>T/,（宝石的）镶嵌底座,,,,,,,,,,,,,,,,
ML>[,,充满、装满,被装满、充满,装满、充满、成就,被装满,堆积(反对),,,,,,,,,,,
MLBN/,砖模；砖窑,,,,,,,,,,,,,,,,
MLBWC/,衣服；袍子,,,,,,,,,,,,,,,,
MLH/,话；话语,,,,,,,,,,,,,,,,
MLJLH/,谷穗,,,,,,,,,,,,,,,,
MLJYH/,嘲讽；奚落,,,,,,,,,,,,,,,,
MLK/,王；统治者,,,,,,,,,,,,,,,,
MLK=/,摩洛，《思》摩肋客,,,,,,,,,,,,,,,,
MLK==/,王；统治者,,,,,,,,,,,,,,,,
MLKDT/,罗网，陷阱，羁绊,,,,,,,,,,,,,,,,
MLKH/,女王,,,,,,,,,,,,,,,,
MLKH=/,密迦，《思》米耳加,,,,,,,,,,,,,,,,
MLKJ>L/,玛结，《思》玛耳基耳,,,,,,,,,,,,,,,,
MLKJ>LJ/,玛结族，《思》玛耳基耳宗族,,,,,,,,,,,,,,,,
MLKJRM/,玛基兰，《思》玛尔基兰,,,,,,,,,,,,,,,,
MLKJ_YDQ/,麦基洗德，《思》默基瑟德,,,,,,,,,,,,,,,,
MLKT/,天后，女神天后,,,,,,,,,,,,,,,,
MLKT=/,哈摩利吉，《思》摩肋革特,,,,,,,,,,,,,,,,
MLKWT/,王权；王国；统治,,,,,,,,,,,,,,,,
MLK[,,统治、为王,,,,,立为王,被立为王,,,,,,,,,
MLL==[,,枯萎,,枯萎,,衰败、坍塌,,,,,,,,,,,
MLL=[,,割礼,受割礼、被割除,,,,,,,,,,,,,,
MLLJ/,米拉莱，《思》米拉来,,,,,,,,,,,,,,,,
MLL[,枯萎；雕谢,作手势,,说、述说、发言,,,,,,,,,,,,,
MLMD/,赶牛的棍子，赶牛的刺棒,,,,,,,,,,,,,,,,
MLQWC/,末后的雨；春雨,,,,,,,,,,,,,,,,
MLQ[,掐断；扭断,,,,,,,,,,,,,,,,
MLTXH/,衣柜,,,,,,,,,,,,,,,,
MLV/,灰浆，灰泥,,,,,,,,,,,,,,,,
MLVJH/,米拉提，《思》默拉提雅,,,,,,,,,,,,,,,,
MLV[,逃离；逃脱,,逃脱,拯救、解救,,逃出、逃脱,拯救、救出,,,,,,,,,,
MLW>/,米罗；《现》洼地,,,,,,,,,,,,,,,,
MLWKH/,王位，王权；王国,,,,,,,,,,,,,,,,
MLWN/,营地；住宿的地方,,,,,,,,,,,,,,,,
MLWNH/,小屋；庇护所,,,,,,,,,,,,,,,,
MLWTJ/,玛罗提，《思》玛罗提,,,,,,,,,,,,,,,,
MLWX/,咸草；盐草；锦葵,,,,,,,,,,,,,,,,
MLX/,盐,,,,,,,,,,,,,,,,
MLX=/,水手,,,,,,,,,,,,,,,,
MLX==/,盐,,,,,,,,,,,,,,,,
MLXH/,盐地；盐质沙漠,,,,,,,,,,,,,,,,
MLXMH/,战争；战役,,,,,,,,,,,,,,,,
MLX[,,腌盐,,,被腌盐,,,被盐擦,,,,,,,,,
MLYR/,守卫；管理者；服务人员,,,,,,,,,,,,,,,,
MLY[,令人愉快的,,,,,,,,,,,,,,,,
MMCL/,统治；管辖；主宰,,,,,,,,,,,,,,,,
MMCLH/,统治；管辖；主宰,,,,,,,,,,,,,,,,
MMCLT/,统治；管辖；主宰,,,,,,,,,,,,,,,,
MMCQ/,占有；控制,,,,,,,,,,,,,,,,
MMCX/,膏抹,,,,,,,,,,,,,,,,
MMD/,尺寸；大小,,,,,,,,,,,,,,,,
MMGRH/,谷仓 ；仓廪,,,,,,,,,,,,,,,,
MMKR/,出售；卖,,,,,,,,,,,,,,,,
MMKRT/,出售；卖,,,,,,,,,,,,,,,,
MMLKH/,王权；王国,,,,,,,,,,,,,,,,
MMLKT/,王权；王国,,,,,,,,,,,,,,,,
