lex,default,qal,nif,piel,pual,hit,hif,hof,hsht,pasq,etpa,nit,hotp,tif,htpa,poal,poel
MGDL=/,menara,,,,,,,,,,,,,,,,
MGDL_<DR/,Migdal-Eder,,,,,,,,,,,,,,,,
MGDL_>L/,Migdal-El,,,,,,,,,,,,,,,,
MGDL_GD/,Gad,,,,,,,,,,,,,,,,
MGDNWT/,hadiah,,,,,,,,,,,,,,,,
MGDW/,Megido,,,,,,,,,,,,,,,,
MGDWL/,menara,,,,,,,,,,,,,,,,
MGL/,arit,,,,,,,,,,,,,,,,
MGLH/,"gulungan, gulungan-gulungan",,,,,,,,,,,,,,,,
MGN/,"perisai, berperisai",,,,,,,,,,,,,,,,
MGN=/,"perisai, berperisai",,,,,,,,,,,,,,,,
MGNH/,penutup,,,,,,,,,,,,,,,,
MGN[,"menolong, menyelamatkan, penolong, penyelamat",,,,,,,,,,,,,,,,
MGPH/,tulah,,,,,,,,,,,,,,,,
MGPJ<C/,Magpiyas,,,,,,,,,,,,,,,,
MGRC/,padang gembalaan,,,,,,,,,,,,,,,,
MGRH/,gergaji,,,,,,,,,,,,,,,,
MGRPH/,penggaruk,,,,,,,,,,,,,,,,
MGRWN/,Migron,,,,,,,,,,,,,,,,
MGR[,,melempar,,melempari,,,,,,,,,,,,,
MGWG/,Magog,,,,,,,,,,,,,,,,
MGWRH=/,gudang,,,,,,,,,,,,,,,,
MGWRJM/,"orang asing, asing, orang luar",,,,,,,,,,,,,,,,
MGZRH/,"kapak, kapak-kapak",,,,,,,,,,,,,,,,
MH,apa,,,,,,,,,,,,,,,,
MHH[,tunda,,,,,,,,,,,,,,,,
MHJR/,cepat,,,,,,,,,,,,,,,,
MHJVB>L/,Mehetabel,,,,,,,,,,,,,,,,
MHLK/,perjalanan,,,,,,,,,,,,,,,,
MHLL/,"memuji, memuji, dipuji, memuji",,,,,,,,,,,,,,,,
MHLL>L/,Mahalalel,,,,,,,,,,,,,,,,
MHL[,encer,,,,,,,,,,,,,,,,
MHPKH/,kehancuran,,,,,,,,,,,,,,,,
MHPKT/,saham,,,,,,,,,,,,,,,,
MHR/,Mempelai perempuan,,,,,,,,,,,,,,,,
MHRH/,tergesa,,,,,,,,,,,,,,,,
MHRJ/,Maharai,,,,,,,,,,,,,,,,
MHR[,,,tergesa,mempercepat,,,,,,,,,,,,,
MHR_CLL_XC_BZ/,Maher-Shalal-Hash-Baz,,,,,,,,,,,,,,,,
MHWMH/,kegaduhan,,,,,,,,,,,,,,,,
MHWMN/,Mehuman,,,,,,,,,,,,,,,,
MJ,siapa,,,,,,,,,,,,,,,,
MJC</,Mesha,,,,,,,,,,,,,,,,
MJC<=/,Mesha,,,,,,,,,,,,,,,,
MJC>/,Mesha,,,,,,,,,,,,,,,,
MJC>L/,Misael,,,,,,,,,,,,,,,,
MJCK/,Mesakh,,,,,,,,,,,,,,,,
MJCWR/,"benar, adil, tidak benar, tidak benar",,,,,,,,,,,,,,,,
MJDB>/,Medeba,,,,,,,,,,,,,,,,
MJDD/,Medad,,,,,,,,,,,,,,,,
MJK>/,Mika,,,,,,,,,,,,,,,,
MJK>L/,Mikhael,,,,,,,,,,,,,,,,
MJKH/,Mikha,,,,,,,,,,,,,,,,
MJKJH/,Mikaya,,,,,,,,,,,,,,,,
MJKJHW/,Mikaya,,,,,,,,,,,,,,,,
MJKJHW=/,Mikaya,,,,,,,,,,,,,,,,
MJKL/,Mikal,,,,,,,,,,,,,,,,
MJKL=/,siapa,,,,,,,,,,,,,,,,
MJM/,air,,,,,,,,,,,,,,,,
MJMN/,Miamin,,,,,,,,,,,,,,,,
MJN/,jenis,,,,,,,,,,,,,,,,
MJNQT/,menyusui,,,,,,,,,,,,,,,,
MJP<T/,Mefahat,,,,,,,,,,,,,,,,
MJTR/,tali,,,,,,,,,,,,,,,,
MJVB/,"baik, kebaikan",,,,,,,,,,,,,,,,
MJY/,peras,,,,,,,,,,,,,,,,
MJ_ZHB/,Me-Zahab,,,,,,,,,,,,,,,,
MKBNJ/,Makhbanai,,,,,,,,,,,,,,,,
MKBR/,perata,,,,,,,,,,,,,,,,
MKBR=/,perata,,,,,,,,,,,,,,,,
MKCLH/,"tersandung, terantuk, terbentur, kesandung",,,,,,,,,,,,,,,,
MKCWL/,"tersandung, terantuk, terbentur, kesandung",,,,,,,,,,,,,,,,
MKH/,tulah,,,,,,,,,,,,,,,,
MKJ/,Mahi,,,,,,,,,,,,,,,,
MKJR/,Makhir,,,,,,,,,,,,,,,,
MKJRJ/,Makhiri,,,,,,,,,,,,,,,,
MKK[,merosot,rendah,merendah,,,,,direndahkan,,,,,,,,,
MKLL/,sempurna,,,,,,,,,,,,,,,,
MKLT/,makanan,,,,,,,,,,,,,,,,
MKLWL/,perhiasan,,,,,,,,,,,,,,,,
MKMR/,jerat,,,,,,,,,,,,,,,,
MKMRT/,jerat,,,,,,,,,,,,,,,,
MKMS/,Mikhmas,,,,,,,,,,,,,,,,
MKMTT/,Mikhmetat,,,,,,,,,,,,,,,,
MKNDBJ/,Makhnadebai,,,,,,,,,,,,,,,,
MKNH/,Mekhona,,,,,,,,,,,,,,,,
MKNS/,celana,,,,,,,,,,,,,,,,
MKPLH/,Makhpela,,,,,,,,,,,,,,,,
MKR/,dagangan,,,,,,,,,,,,,,,,
MKR=/,kenalan,,,,,,,,,,,,,,,,
MKRH/,"pedang, pedang-pedang, ahli pedang",,,,,,,,,,,,,,,,
MKRH=/,"lubang, jebakan",,,,,,,,,,,,,,,,
MKRJ/,Mikhri,,,,,,,,,,,,,,,,
MKRTJ/,Mekherat,,,,,,,,,,,,,,,,
MKR[,menjual,menjual,dijual,,,menjual diri (kepada),,,,,,,,,,,
MKS/,pajak,,,,,,,,,,,,,,,,
MKSH/,penutup,,,,,,,,,,,,,,,,
MKSH=/,lemak,,,,,,,,,,,,,,,,
MKSH==/,jumlah,,,,,,,,,,,,,,,,
MKTB/,tulisan,,,,,,,,,,,,,,,,
MKTC/,mortar,,,,,,,,,,,,,,,,
MKTH/,pecahan,,,,,,,,,,,,,,,,
MKTM/,Miktam,,,,,,,,,,,,,,,,
MKWH/,luka bakar,,,,,,,,,,,,,,,,
MKWN/,"mendirikan, didirikan, pendiri, dasar",,,,,,,,,,,,,,,,
MKWNH/,"mendirikan, didirikan, pendiri, dasar",,,,,,,,,,,,,,,,
MKWRH/,asal usul,,,,,,,,,,,,,,,,
ML>/,menggenapi,,,,,,,,,,,,,,,,
ML>=/,kepenuhan,,,,,,,,,,,,,,,,
ML>H/,"panen, dipanen, mesin penunai, pemanen",,,,,,,,,,,,,,,,
ML>H=/,pengaturan,,,,,,,,,,,,,,,,
ML>JM/,menguduskan,,,,,,,,,,,,,,,,
ML>K/,pembawa pesan,,,,,,,,,,,,,,,,
ML>KH/,"kerja, pekerjaan, pekerja",,,,,,,,,,,,,,,,
ML>KJ/,Maleakhi,,,,,,,,,,,,,,,,
ML>KWT/,pesan,,,,,,,,,,,,,,,,
ML>T/,pengaturan,,,,,,,,,,,,,,,,
ML>[,,penuh,terisi,mengisi,diisi,berkumpul melawan,,,,,,,,,,,
MLBN/,"cetakan, cetakan, mencetak, pencetak",,,,,,,,,,,,,,,,
MLBWC/,pakaian,,,,,,,,,,,,,,,,
MLH/,kata,,,,,,,,,,,,,,,,
MLJLH/,gandum,,,,,,,,,,,,,,,,
MLJYH/,"perumpamaan, perumpamaan-perumpamaan",,,,,,,,,,,,,,,,
MLK/,"raja, kerajaan",,,,,,,,,,,,,,,,
MLK=/,"Molekh, Molokh",,,,,,,,,,,,,,,,
MLK==/,"raja, kerajaan",,,,,,,,,,,,,,,,
MLKDT/,"jerat, menjerat, menjebak, jebakan",,,,,,,,,,,,,,,,
MLKH/,"ratu, ratu-ratu",,,,,,,,,,,,,,,,
MLKH=/,Milka,,,,,,,,,,,,,,,,
MLKJ>L/,Malkiel,,,,,,,,,,,,,,,,
MLKJ>LJ/,Malkielit,,,,,,,,,,,,,,,,
MLKJH/,Malkija,,,,,,,,,,,,,,,,
MLKJRM/,Malkiaram,,,,,,,,,,,,,,,,
MLKJ_CW</,karena,,,,,,,,,,,,,,,,
MLKJ_YDQ/,Melkisedek,,,,,,,,,,,,,,,,
MLKM/,"raja, kerajaan",,,,,,,,,,,,,,,,
MLKM=/,"raja, kerajaan",,,,,,,,,,,,,,,,
MLKT/,ratu langit,,,,,,,,,,,,,,,,
MLKT=/,Hamoleket,,,,,,,,,,,,,,,,
MLKW/,"bertahta, memerintah",,,,,,,,,,,,,,,,
MLKWT/,kerajaan,,,,,,,,,,,,,,,,
MLK[,,memerintah,,,,,menjadikan raja,dijadikan raja,,,,,,,,,
MLL==[,,layu,,melayukan,,runtuh,,,,,,,,,,,
MLL=[,,menyunat,disunat,,,,,,,,,,,,,,
MLLJ/,Milalai,,,,,,,,,,,,,,,,
MLL[,mengucapkan,membuat tanda,,mengucapkan,,,,,,,,,,,,,
MLMD/,goad,,,,,,,,,,,,,,,,
MLQWC/,hujan musim semi,,,,,,,,,,,,,,,,
MLQWX/,rampasan,,,,,,,,,,,,,,,,
MLQ[,mencabut,,,,,,,,,,,,,,,,
MLTXH/,pakaian,,,,,,,,,,,,,,,,
MLV/,mortir,,,,,,,,,,,,,,,,
MLVJH/,Melatia,,,,,,,,,,,,,,,,
MLV[,"selamat, menyelamatkan, diselamatkan, keselamatan.",,lolos,menyelamatkan,,terlepas,membebaskan,,,,,,,,,,
MLW>/,"rumah, atap rumah, gudang, penjaga rumah",,,,,,,,,,,,,,,,
MLWK/,Maluk,,,,,,,,,,,,,,,,
MLWKH/,kerajaan,,,,,,,,,,,,,,,,
MLWN/,tempat menginap,,,,,,,,,,,,,,,,
MLWNH/,pondok,,,,,,,,,,,,,,,,
MLWTJ/,Maloti,,,,,,,,,,,,,,,,
MLWX/,malva,,,,,,,,,,,,,,,,
MLX/,"Laut Asin, Laut Mati",,,,,,,,,,,,,,,,
MLX=/,pelaut,,,,,,,,,,,,,,,,
MLX==/,"Laut Asin, Laut Mati",,,,,,,,,,,,,,,,
MLXH/,tandus,,,,,,,,,,,,,,,,
MLXMH/,"tentara, pejuang, prajurit",,,,,,,,,,,,,,,,
MLX[,,menggarami,,,digarami,,,digosok dengan garam,,,,,,,,,
MLYR/,pengawas,,,,,,,,,,,,,,,,
MLY[,manis,,,,,,,,,,,,,,,,
MMCL/,pemerintahan,,,,,,,,,,,,,,,,
MMCLH/,kekuasaan,,,,,,,,,,,,,,,,
MMCLT/,kekuasaan,,,,,,,,,,,,,,,,
MMCQ/,"dimiliki, dimiliki, dimiliki, dimiliki",,,,,,,,,,,,,,,,
MMCX/,kerub,,,,,,,,,,,,,,,,
MMD/,ukuran,,,,,,,,,,,,,,,,
MMGRH/,lumbung,,,,,,,,,,,,,,,,
MMKR/,penjualan,,,,,,,,,,,,,,,,
MMKRT/,penjualan,,,,,,,,,,,,,,,,
MMLKH/,kerajaan,,,,,,,,,,,,,,,,
MMLKT/,kerajaan,,,,,,,,,,,,,,,,
MMLKWT/,kerajaan,,,,,,,,,,,,,,,,
MMR/,kepahitan,,,,,,,,,,,,,,,,
MMR>/,Mamre,,,,,,,,,,,,,,,,
MMR>=/,Mamre,,,,,,,,,,,,,,,,
MMSK/,"anggur, alat pemeras anggur, penekan anggur, kantung anggur",,,,,,,,,,,,,,,,
MMWKN/,Memucan,,,,,,,,,,,,,,,,
MMZR/,anak haram,,,,,,,,,,,,,,,,
MN,dari,,,,,,,,,,,,,,,,
MN/,manna,,,,,,,,,,,,,,,,
MN<L/,"gerbang, palang gerbang, penjaga gerbang, pintu gerbang",,,,,,,,,,,,,,,,
MN<WL/,kunci,,,,,,,,,,,,,,,,
MN<[,menahan,menahan,ditahan,,,,,,,,,,,,,,
MN=,manna,,,,,,,,,,,,,,,,
MN=/,tali,,,,,,,,,,,,,,,,
MN==/,tali,,,,,,,,,,,,,,,,
MN>/,mina,,,,,,,,,,,,,,,,
MNCH/,Manasye,,,,,,,,,,,,,,,,
MNCJ/,Manasye,,,,,,,,,,,,,,,,
MND</,pengetahuan,,,,,,,,,,,,,,,,
MNGJNH/,"mengejek, diejek, ejekan, pengejek",,,,,,,,,,,,,,,,
MNH/,"menunjuk, ditunjuk",,,,,,,,,,,,,,,,
MNH=/,mina,,,,,,,,,,,,,,,,
MNH==/,kali,,,,,,,,,,,,,,,,
MNHG/,kendaraan,,,,,,,,,,,,,,,,
MNHRH/,gua,,,,,,,,,,,,,,,,
MNH[,"menunjuk, ditunjuk",menghitung,terhitung,mengangkat,diangkat,,,,,,,,,,,,
MNJ/,Takdir,,,,,,,,,,,,,,,,
MNJ=/,Minni,,,,,,,,,,,,,,,,
MNJMJN/,Miniamin,,,,,,,,,,,,,,,,
MNJN/,bilangan,,,,,,,,,,,,,,,,
MNJT/,Minit,,,,,,,,,,,,,,,,
MNQJT/,mangkuk,,,,,,,,,,,,,,,,
MNT/,bagian,,,,,,,,,,,,,,,,
MNWD/,"gemetar, gemetaran, bergetar, berguncang",,,,,,,,,,,,,,,,
MNWN/,keturunan,,,,,,,,,,,,,,,,
MNWR/,tongkat,,,,,,,,,,,,,,,,
MNWRH/,kaki dian,,,,,,,,,,,,,,,,
MNWS/,"tempat perlindungan, pengungsi, tempat bernaung, tempat-tempat berlindung",,,,,,,,,,,,,,,,
MNWSH/,pelarian,,,,,,,,,,,,,,,,
MNWX/,istirahat,,,,,,,,,,,,,,,,
MNWX=/,Manoah,,,,,,,,,,,,,,,,
MNWXH/,istirahat,,,,,,,,,,,,,,,,
MNXH/,"korban sajian, persembahan biji-bijan",,,,,,,,,,,,,,,,
MNXM/,Menahem,,,,,,,,,,,,,,,,
MNXT/,Manahath,,,,,,,,,,,,,,,,
MNXT=/,Manahath,,,,,,,,,,,,,,,,
MP/,Memfis,,,,,,,,,,,,,,,,
MP<L/,"kerja, pekerjaan, pekerja",,,,,,,,,,,,,,,,
MPF<H/,pinggul,,,,,,,,,,,,,,,,
MPG</,sasaran,,,,,,,,,,,,,,,,
MPJBCT/,Mefibosyet,,,,,,,,,,,,,,,,
MPJM/,Mupim,,,,,,,,,,,,,,,,
MPJY/,gada,,,,,,,,,,,,,,,,
MPL/,sisa,,,,,,,,,,,,,,,,
MPLF/,goyangan,,,,,,,,,,,,,,,,
MPLGH/,divisi,,,,,,,,,,,,,,,,
MPLH/,reruntuhan,,,,,,,,,,,,,,,,
MPLT/,bangkai,,,,,,,,,,,,,,,,
MPLV/,jalan lari,,,,,,,,,,,,,,,,
MPLYT/,"kengerian, mengerikan, ngeri",,,,,,,,,,,,,,,,
MPQD/,gerbang muster,,,,,,,,,,,,,,,,
MPRF/,layar,,,,,,,,,,,,,,,,
MPRQT/,leher,,,,,,,,,,,,,,,,
MPRY/,muara,,,,,,,,,,,,,,,,
MPTN/,ambang pintu,,,,,,,,,,,,,,,,
MPTX/,kunci,,,,,,,,,,,,,,,,
MPTX=/,pintu,,,,,,,,,,,,,,,,
MPX/,blower,,,,,,,,,,,,,,,,
MPX=/,napas,,,,,,,,,,,,,,,,
MPY/,kehancuran,,,,,,,,,,,,,,,,
MPY=/,gada,,,,,,,,,,,,,,,,
MQ/,busuk,,,,,,,,,,,,,,,,
MQBT/,palu,,,,,,,,,,,,,,,,
MQBT=/,palu,,,,,,,,,,,,,,,,
MQCH/,tempa,,,,,,,,,,,,,,,,
MQCH=/,tempa,,,,,,,,,,,,,,,,
MQCH==/,rambut,,,,,,,,,,,,,,,,
MQDC/,tempat suci,,,,,,,,,,,,,,,,
MQDH/,Makeda,,,,,,,,,,,,,,,,
MQHL/,"majelis, pertemuan, berkumpul, telah berkumpul",,,,,,,,,,,,,,,,
MQHLT/,Makhelot,,,,,,,,,,,,,,,,
MQL/,tongkat,,,,,,,,,,,,,,,,
MQL<T/,ukiran,,,,,,,,,,,,,,,,
MQLV/,"tempat perlindungan, pengungsi, tempat bernaung, tempat-tempat berlindung",,,,,,,,,,,,,,,,
MQLWT/,Miklot,,,,,,,,,,,,,,,,
MQNH/,ternak,,,,,,,,,,,,,,,,
MQNH=/,pembelian,,,,,,,,,,,,,,,,
MQNJHW/,Mikneia,,,,,,,,,,,,,,,,
MQQ[,busuk,,,,,,,,,,,,,,,,
MQR>/,"majelis, pertemuan, berkumpul, telah berkumpul",,,,,,,,,,,,,,,,
MQRH/,kebetulan,,,,,,,,,,,,,,,,
MQRH=/,kasau,,,,,,,,,,,,,,,,
MQRH==/,ruangan,,,,,,,,,,,,,,,,
MQSM/,ramalan,,,,,,,,,,,,,,,,
MQVR/,asap,,,,,,,,,,,,,,,,
MQVRT/,penadah dupa,,,,,,,,,,,,,,,,
MQWH/,harapan,,,,,,,,,,,,,,,,
MQWH=/,cekungan,,,,,,,,,,,,,,,,
MQWH==/,harapan,,,,,,,,,,,,,,,,
MQWM/,"tempat kudus, tempat maha kudus",,,,,,,,,,,,,,,,
MQWR/,"sumber air, mata air",,,,,,,,,,,,,,,,
MQX/,suapan,,,,,,,,,,,,,,,,
MQY/,Makaz,,,,,,,,,,,,,,,,
MQY<H/,bidang,,,,,,,,,,,,,,,,
MQYW</,sudut,,,,,,,,,,,,,,,,
MR/,pahit,,,,,,,,,,,,,,,,
MR</,"pendamping, pendamping-pendamping",,,,,,,,,,,,,,,,
MR<=/,kejahatan,,,,,,,,,,,,,,,,
MR<H/,padang,,,,,,,,,,,,,,,,
MR<JT/,penggembalaan,,,,,,,,,,,,,,,,
MR<LH/,Marela,,,,,,,,,,,,,,,,
MR=/,pahit,,,,,,,,,,,,,,,,
MR==/,Mur,,,,,,,,,,,,,,,,
MR>/,tuan,,,,,,,,,,,,,,,,
MR>H/,rupa,,,,,,,,,,,,,,,,
MR>H=/,"penglihatan, visi, membayangkan",,,,,,,,,,,,,,,,
MR>H==/,tembolok,,,,,,,,,,,,,,,,
MRB/,Merab,,,,,,,,,,,,,,,,
MRBH=/,banyak,,,,,,,,,,,,,,,,
MRBJT/,kebesaran,,,,,,,,,,,,,,,,
MRBQ/,kandang,,,,,,,,,,,,,,,,
MRBY/,tempat berbaring,,,,,,,,,,,,,,,,
MRBY=/,tempat berbaring,,,,,,,,,,,,,,,,
MRC<T/,kejahatan,,,,,,,,,,,,,,,,
MRCH=/,Maresa,,,,,,,,,,,,,,,,
MRD/,"pemberontak, pemberontak-pemberontak, mendurhaka, memberontak",,,,,,,,,,,,,,,,
MRD=/,"pemberontak, pemberontak-pemberontak, mendurhaka, memberontak",,,,,,,,,,,,,,,,
MRDK/,Merodakh,,,,,,,,,,,,,,,,
MRDKJ/,Mordekai,,,,,,,,,,,,,,,,
MRDP/,pengejaran,,,,,,,,,,,,,,,,
MRDWT/,"pemberontak, pemberontak-pemberontak, mendurhaka, memberontak",,,,,,,,,,,,,,,,
MRD[,"pemberontak, pemberontak-pemberontak, mendurhaka, memberontak",,,,,,,,,,,,,,,,
MRG<H/,ketenangan,,,,,,,,,,,,,,,,
MRGMH/,ketapel,,,,,,,,,,,,,,,,
MRGW</,istirahat,,,,,,,,,,,,,,,,
MRH/,kepahitan,,,,,,,,,,,,,,,,
MRH=/,Mara,,,,,,,,,,,,,,,,
MRH[,"pemberontak, pemberontak-pemberontak, mendurhaka, memberontak",memberontak,,,,,tertarik memberontak,,,,,,,,,,
MRJ/,"pemberontak, pemberontak-pemberontak, mendurhaka, memberontak",,,,,,,,,,,,,,,,
MRJ>/,lembu,,,,,,,,,,,,,,,,
MRJBH/,perselisihan,,,,,,,,,,,,,,,,
MRJBH=/,perselisihan,,,,,,,,,,,,,,,,
MRJB_B<L/,Merib-baal,,,,,,,,,,,,,,,,
MRJH/,Moria,,,,,,,,,,,,,,,,
MRJH=/,Meraia,,,,,,,,,,,,,,,,
MRJM/,Miriam,,,,,,,,,,,,,,,,
MRJRJ/,pahit,,,,,,,,,,,,,,,,
MRJRWT/,kepahitan,,,,,,,,,,,,,,,,
MRJWT/,Merajot,,,,,,,,,,,,,,,,
MRK/,kelemahan,,,,,,,,,,,,,,,,
MRKB/,"Kereta Perang, Kereta-kereta Perang, Kusir",,,,,,,,,,,,,,,,
MRKBH/,"Kereta Perang, Kereta-kereta Perang, Kusir",,,,,,,,,,,,,,,,
MRKBT/,"Kereta Perang, Kereta-kereta Perang, Kusir",,,,,,,,,,,,,,,,
MRKLT/,dagang,,,,,,,,,,,,,,,,
MRMH/,"menipu, mendustakan, penipu, pendusta",,,,,,,,,,,,,,,,
MRMH=/,"menipu, mendustakan, penipu, pendusta",,,,,,,,,,,,,,,,
MRMS/,timbunan,,,,,,,,,,,,,,,,
MRMWT/,Meremot,,,,,,,,,,,,,,,,
MRNTJ/,Meronoti,,,,,,,,,,,,,,,,
MRP>/,penyembuhan,,,,,,,,,,,,,,,,
MRP>=/,penyembuhan,,,,,,,,,,,,,,,,
MRPF/,lumpur,,,,,,,,,,,,,,,,
MRQ/,kuah,,,,,,,,,,,,,,,,
MRQX/,rempah,,,,,,,,,,,,,,,,
MRQXH/,periuk,,,,,,,,,,,,,,,,
MRQXT/,salep,,,,,,,,,,,,,,,,
MRQ[,,menggosok,,,digosok,,,,,,,,,,,,
MRRH/,empedu,,,,,,,,,,,,,,,,
MRRH=/,empedu,,,,,,,,,,,,,,,,
MRRJ/,Merari,,,,,,,,,,,,,,,,
MRRJ=/,Merari,,,,,,,,,,,,,,,,
MRR[,,pahit,,membuat pahit,,menjadi marah,mempahit,,,,,,,,,,
MRS/,Meres,,,,,,,,,,,,,,,,
MRSN>/,Marsena,,,,,,,,,,,,,,,,
MRTJM/,Merathaim,,,,,,,,,,,,,,,,
MRV[,cukur,mencabut rambut,menjadi botak,,dipoles,,,,,dicabut,,,,,,,
MRWD/,pengembaran,,,,,,,,,,,,,,,,
MRWM/,"mengagungkan, keagungan",,,,,,,,,,,,,,,,
MRWM=/,Merom,,,,,,,,,,,,,,,,
MRWT/,Marot,,,,,,,,,,,,,,,,
MRWX/,remuk,,,,,,,,,,,,,,,,
MRWY/,perlombaan,,,,,,,,,,,,,,,,
MRWYH/,larian,,,,,,,,,,,,,,,,
MRWYH=/,larian,,,,,,,,,,,,,,,,
MRWZ/,Meroz,,,,,,,,,,,,,,,,
MRXB/,lapang,,,,,,,,,,,,,,,,
MRXCT/,penggorengan,,,,,,,,,,,,,,,,
MRXQ/,jarak,,,,,,,,,,,,,,,,
MRX[,olesi,,,,,,,,,,,,,,,,
MRY</,paku,,,,,,,,,,,,,,,,
MRYPT/,batu lapis,,,,,,,,,,,,,,,,
MRY[,menyakiti,,terasa sakit,,,,memicu,,,,,,,,,,
MRZX/,pesta duka,,,,,,,,,,,,,,,,
MS/,"kerja, pekerjaan, pekerja",,,,,,,,,,,,,,,,
MS</,perjalanan,,,,,,,,,,,,,,,,
MS<=/,tambang,,,,,,,,,,,,,,,,
MS<D/,penopang,,,,,,,,,,,,,,,,
MS=/,putus asa,,,,,,,,,,,,,,,,
MSB/,sekeliling,,,,,,,,,,,,,,,,
MSD/,"mendirikan, didirikan, pendiri, dasar",,,,,,,,,,,,,,,,
MSDRWN/,pintu masuk,,,,,,,,,,,,,,,,
MSGR/,pengrajin,,,,,,,,,,,,,,,,
MSGR=/,pengrajin,,,,,,,,,,,,,,,,
MSGRT/,"kubu, benteng, dibentengi, pertahanan",,,,,,,,,,,,,,,,
MSH/,Masa,,,,,,,,,,,,,,,,
MSH=/,upeti,,,,,,,,,,,,,,,,
MSH==/,Masa,,,,,,,,,,,,,,,,
MSH===/,Masa,,,,,,,,,,,,,,,,
MSH[,"mengonsumsi, memakan, melahap, memakan habis",,,,,,,,,,,,,,,,
MSK/,tirai,,,,,,,,,,,,,,,,
MSK=/,minuman keras,,,,,,,,,,,,,,,,
MSKH/,"patung, patung pahatan, patung ukiran, patung logam tuangan",,,,,,,,,,,,,,,,
MSKH=/,"patung, patung pahatan, patung ukiran, patung logam tuangan",,,,,,,,,,,,,,,,
MSKH==/,"patung, patung pahatan, patung ukiran, patung logam tuangan",,,,,,,,,,,,,,,,
MSKN/,miskin,,,,,,,,,,,,,,,,
MSKNT/,kemiskinan,,,,,,,,,,,,,,,,
MSKNWT/,gudang,,,,,,,,,,,,,,,,
MSKT/,anyaman,,,,,,,,,,,,,,,,
MSLH/,jalan,,,,,,,,,,,,,,,,
MSLWL/,jalan,,,,,,,,,,,,,,,,
MSMR/,paku,,,,,,,,,,,,,,,,
MSPD/,"meratapi, ratapan",,,,,,,,,,,,,,,,
MSPR/,"kabar, kabar-kabar, terkabar",,,,,,,,,,,,,,,,
MSPR=/,"kabar, kabar-kabar, terkabar",,,,,,,,,,,,,,,,
MSPRT/,Mispereth,,,,,,,,,,,,,,,,
MSPW>/,pakan,,,,,,,,,,,,,,,,
MSPXT/,kudis,,,,,,,,,,,,,,,,
MSRT/,ikatan,,,,,,,,,,,,,,,,
MSRWT/,Moserah,,,,,,,,,,,,,,,,
MSR[,menyerahkan,menyerahkan,diserahkan,,,,,,,,,,,,,,
MSS[,mencair,gentar,mencair,,,,mencairkan,,,,,,,,,,
MSTR/,tempat tersembunyi,,,,,,,,,,,,,,,,
MSTR=/,penyembunyian,,,,,,,,,,,,,,,,
MSTWR/,tempat berlindung,,,,,,,,,,,,,,,,
MSWH/,"kerudung, kerudung, kerudung, terbuka",,,,,,,,,,,,,,,,
MSWKH/,pagar,,,,,,,,,,,,,,,,
MSX,perlindungan,,,,,,,,,,,,,,,,
MSXR/,perdagangan,,,,,,,,,,,,,,,,
MT/,"pendamping, pendamping-pendamping",,,,,,,,,,,,,,,,
MTBN/,jerami,,,,,,,,,,,,,,,,
MTG/,kekang,,,,,,,,,,,,,,,,
MTJ,kapan,,,,,,,,,,,,,,,,
MTKNT/,resep,,,,,,,,,,,,,,,,
MTM/,kesempurnaan,,,,,,,,,,,,,,,,
MTN/,pemberian,,,,,,,,,,,,,,,,
MTN=/,pemberian,,,,,,,,,,,,,,,,
MTNH/,"Suap, menyuap, disuap, penyuapan",,,,,,,,,,,,,,,,
MTNH=/,"Suap, menyuap, disuap, penyuapan",,,,,,,,,,,,,,,,
MTNJ/,Mitni,,,,,,,,,,,,,,,,
MTNJ=/,Matanai,,,,,,,,,,,,,,,,
MTNJH/,Matanya,,,,,,,,,,,,,,,,
MTNJM/,pinggang,,,,,,,,,,,,,,,,
MTQ/,manisan,,,,,,,,,,,,,,,,
MTQH/,Mitkah,,,,,,,,,,,,,,,,
MTQ[,manis,manis,,,,,membuat manis,,,,,,,,,,
MTRDT/,Mitredat,,,,,,,,,,,,,,,,
MTT/,pemberian,,,,,,,,,,,,,,,,
MTTH/,Matatah,,,,,,,,,,,,,,,,
MTTJH/,Matatya,,,,,,,,,,,,,,,,
MTWC>L/,Metusalah,,,,,,,,,,,,,,,,
MTWCLX/,Metusela,,,,,,,,,,,,,,,,
MTWQ/,manis,,,,,,,,,,,,,,,,
MTX[,membentang,,,,,,,,,,,,,,,,
MV</,kebun,,,,,,,,,,,,,,,,
MV<MJM/,hidangan,,,,,,,,,,,,,,,,
MV>V>/,sapu,,,,,,,,,,,,,,,,
MV>[,sampai,,,,,,,,,,,,,,,,
MVBX/,pembantaian,,,,,,,,,,,,,,,,
MVH/,"suku, suku-suku, kesukuan, anggota suku",,,,,,,,,,,,,,,,
MVH=/,tempat tidur,,,,,,,,,,,,,,,,
MVH==/,bawah,,,,,,,,,,,,,,,,
MVH===/,terbentang,,,,,,,,,,,,,,,,
MVH====/,keputusan,,,,,,,,,,,,,,,,
MVJL/,batang,,,,,,,,,,,,,,,,
MVMN/,harta,,,,,,,,,,,,,,,,
MVPXT/,kain,,,,,,,,,,,,,,,,
MVR/,hujan,,,,,,,,,,,,,,,,
MVRD/,Matred,,,,,,,,,,,,,,,,
MVRJ/,Matrit,,,,,,,,,,,,,,,,
